Name_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","","","","","","","11","2.129","","","13","2.969","16","3.764","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","680c77c8e369afc93c60b0718d2520f7c74d13387f93fae984676f2a9b1800db","0-0276b021df4b3a0d492f8ce59f60b6513b9c2408b143579aedb497cb55ff4137","0-ebccf88fbdec8731e5174cbd11d7232356c54795a9ec2ea828ca2d6722f26bf7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","6","5.403","6","5.403","10","7.49","","","1","1.132","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e9a56aa3e6bf0aa0279aeef01105eabf7d9e7b407852ced55c66fd3a0f85e0f8","0-a8beb6d260645956327efd5a4e84121f835dbac70d04e59c4db8dc50cf33fc0a","0-01ed95ab3f72d65a0f2af5e32bdadc21b84189523c09acf4bcc6f292b2a194f0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","7","11.221","7","11.221","10","15.365","10","16.252","3","6.167","9","16.325","5","7.002","1","2.404","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","91de0084c24a611e541ba33983024aa36e2f415cef277f4f22ba3588f9b09d6a","0-23ca9edf9ca588fca108aa6761bdf0035f6bcfc1e62035a1940eb4b9479ded09","0-969f217746b97aa3b92d63db02aeca57f2d1492e54e32ca8971d293e5ba2dea8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","7","5.429","7","5.429","10","9.424","10","9.389","3","3.254","9","8.441","5","5.36","1","0.97","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","91de0084c24a611e541ba33983024aa36e2f415cef277f4f22ba3588f9b09d6a","0-848faa40d131782e7ebcbf5816c38bcc7ae0a6923d3fbf0b89aeae77f39ef489","0-f8f41d64b622f0f031082afaed4bef981f87885711944c0cc4cc53bcdfd45adf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","26","8.875","26","8.875","23","6.908","","","10","6.492","","","","","1","2.607","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","91de0084c24a611e541ba33983024aa36e2f415cef277f4f22ba3588f9b09d6a","0-426612f0b358164b270c9fc7320d2e171a108208f7986f5e136726ff33cb6cd8","0-6a637e089fc35feb5a55a476d9c7e970eb6ffc011e3f23564dbfceb30f3f02b1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","7","16.635","7","16.635","10","20.15","10","23.258","3","6.857","9","21.995","5","13.973","1","2.629","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","91de0084c24a611e541ba33983024aa36e2f415cef277f4f22ba3588f9b09d6a","0-bb7e52d405de94d926f456d920358cfa83866b1767ea0fc19e6ac9d24f5db76f","0-40a770764eafc90f996457085fe67308eb66f733d5a9bbdb71de798f027b2157","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","6","148.645","6","148.645","","","","","11","221.878","","","","","7","128.358","5","110.923","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","f74b57d9f384718877b1179100191fcf94a30f5a4525343209bebd08aba18629","0-c457173323f9d09369312769ad5b4115b49f29e511d9c0e0fe2445696298f1b7","0-2125cbb3ac3ef891788a221336234545a6c2b23e7e84bffd675c40f7e49d9a82","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","5","123.87","5","123.87","11","230.737","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","f74b57d9f384718877b1179100191fcf94a30f5a4525343209bebd08aba18629","1-d4ad71411c422e3f8f4d3cb9631a0fdade5eab48e282971fbb7dd1c73d75b68e","0-2125cbb3ac3ef891788a221336234545a6c2b23e7e84bffd675c40f7e49d9a82","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","30","4.327","30","4.327","29","3.886","14","1.853","15","2.244","","","","","9","1.376","1","0.199","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-2244170f5a2f8a0a187ca39fe0a022ce3ee3744ee1ff0a9702488fcfc93cbeca","0-8b45c0c3da761e53eec763eeb99791c16c06a0c0483eb1402a347fbe7004223a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","15","1.985","","","7","0.933","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","1-83691549b7b6bc2119dd48a309be0672c0b5458c9b5a457f6d7b2ac7bcc2efcc","0-8b45c0c3da761e53eec763eeb99791c16c06a0c0483eb1402a347fbe7004223a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","","","10","1.333","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","2-cf45575b2f4cd568347797a13d6d4a56cfcee747f43a13df637d87d5b90b6c13","0-8b45c0c3da761e53eec763eeb99791c16c06a0c0483eb1402a347fbe7004223a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","50","3.778","50","3.778","30","2.366","","","68","4.76","","","","","34","1.954","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-cbc1a79dc5ade09026e1d309e5e71ceb6fcdcdd1f2d19e6aa0964b02dfd52cc6","0-ef99b6584abebdf09ab221ea0c18be7589d5c556291eab1aebaadb3af0660eb4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","18","1.36","18","1.36","4","0.315","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","1-f0d7d10caac21f6bce2ebd4101003874238a50798ac9d269a18e6d6639bbb43c","0-ef99b6584abebdf09ab221ea0c18be7589d5c556291eab1aebaadb3af0660eb4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","18","1.419","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","2-a087fe7f1b8f98239a96197dc4206b312c236b82d37c664bebdd7be1d8b0cffa","0-ef99b6584abebdf09ab221ea0c18be7589d5c556291eab1aebaadb3af0660eb4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","79","28.79","79","28.79","30","9.615","","","144","101.143","","","","","144","7.254","297","164.673","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-e2cf301afce44f10961da2db8dd88660e62795dd4f470c5dec5c77e2e283d8fc","0-4ae42f14f9e5b3c923a0c64b4498a9f75c0a5eadb21082176598a217b10843a4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","55","20.044","55","20.044","51","16.346","","","14","9.833","","","","","24","1.209","82","44.799","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","1-012bde9f627c22fd0d67c3772e3d8cafad1a6b43307dcbf01483f9b8f7838506","0-4ae42f14f9e5b3c923a0c64b4498a9f75c0a5eadb21082176598a217b10843a4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","21","7.653","21","7.653","58","18.589","","","12","8.429","","","","","","","53","30.434","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","2-0188ddaeaefb179ba1702c8b7cd9affdf26272a63288a7fd8f48e16b028660e1","0-4ae42f14f9e5b3c923a0c64b4498a9f75c0a5eadb21082176598a217b10843a4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","38","2.071","38","2.071","33","1.966","33","2.112","2","1.771","33","2.156","33","2.252","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-05af3798f23043553b848c288f8b3648b232cb17f00768209878ebc0b25c57af","0-ff4351e7487882943c10f2be2b5f7de498161dbd070b55e10d54187459f4d6ff","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","5.474","2","5.474","2","5.497","2","5.53","","","3","10.003","4","12.94","2","4.886","8","21.695","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-25f2c52e4af91698122f7b30d5dd82afe447510bff3274fda8b03ce665c829d8","0-1bdfdb4ddae2ed807d637196eed620bf75f6f17933e65b62ffb0853824cac7dc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","15.428","2","15.428","2","15.594","2","15.708","","","4","39.035","6","57.685","2","12.688","6","45.464","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-f748a774fa8535f416e74455051ca34832ed57807ee0e4a80bf72180e9ced8db","0-51a767f4569153c6e9d7f82d98238113cc7ba72f10534147aa3424c74a84f08b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","2","2","2","2","1.85","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2150443ec16193285ee0fc22dfc09299d08db08f6cd46a36544d915378ed476f","0-16818f5e2ffb248c1b3a5b146bd234984c1febb9b8c892b73b65e8c540e152c0","0-b7746d4a1c637aa6c64e4625aa0571f78fc30fb4cde21460c5df39dc2fa15625","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","3","0.155","3","0.155","12","0.447","12","0.45","","","11","0.399","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-f4e0e67a91269fd35aa6c93860f504a700a7ff883bbe4f41cf540f5bcb2a3047","0-6b0afcd16e8aa50b2fd2efa33b293ef95f8c59b6eee93242a78d4ac0b72c4136","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","1","0.052","1","0.052","4","0.149","4","0.149","","","3","0.109","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","1-a52c3f56818c788f12d077e2451adb3a8f67892736483be56fef731d618114fa","0-6b0afcd16e8aa50b2fd2efa33b293ef95f8c59b6eee93242a78d4ac0b72c4136","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","8.8","2","8.8","9","12.5","17","17.5","","","","","","","1","8.3","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-9f909c89891094a70d54c062f48ed01977b027dc2b676e22a7eb71e8ee294671","0-57c8de9cc4ad5915b10a8b40c74f072438b9ddc22e2ba9a3c6ab7f99d1ae5261","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","6","0.38","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-c357e8f81852b37575893a16b46cc372709a992358d7bf169df7bba453367621","0-7a660b25531ead208483d4af32e0653ffed24593cc6549a3da920a6948a5d57e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","12","2.351","23","1.759","","","21","0.000","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-5f9f3fa49a5eaad499b9779b0ad8e6e1e7dce4285f8a3930d0e0e094fed9fe4c","0-8f31da03822cf4ede7fe73731b39ca396d081ddd0899bb51a014669fd5de74ea","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","15","0.72","","","3","0.000","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","1-ec1ec79ef1343ae33c68facce38fe042d4777282a7b69ad6332600fceaf985bd","0-8f31da03822cf4ede7fe73731b39ca396d081ddd0899bb51a014669fd5de74ea","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","22","18.1","22","18.1","22","19.146","22","19.155","2","4.341","22","19.13","22","22.013","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","9725a95371fef8fccb7b499cb67f38c887d25989a2e484fcb508d9d28de63262","0-7269477f2e87b5465d338e99a28229dc38235f42d70d14493167b491316c68bb","0-99a890abb4278ddb4e51db61bf15fe5df0e65242775d2be28445975b236f4033","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","25.4","2","25.4","1","19.82","1","2.7","0","0.000","1","12.6","2","28.9","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","a42a3fdd1dd7ea22d485a46359f88be1b656f9a720ad019ae1e266127dd102c4","0-34ce4b660908f9258669a93794837ef941fe0437607d70160aa1bfb2a11f6cfd","0-3ecb6eb2a05517113807df2c06cc3e33f144a3e17d852de11f7ddf10e97a2813","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","25","13.464","25","13.464","32","14.5","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fc60b87b8a8615a5decc1fd7c97ec8c33f257e6f893738f828991d2674d4a35b","0-b24d915ab14d9e9038710addc19fb09394a99eecdb19625ae17db94ffe669d42","0-df91c14c195d68aa127d2857d97f8c223aa87b2ec6d626184bcbd2ecc489e7c9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","7","3.5","7","3.5","10","5","5","2.5","9","4.5","0","0.000","0","0.000","2","1","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","9d664e3d454672bc0353ffea221b34f7814f313dfb2e5e7c2a4053707f4c6b2a","0-8a9385b12de89b42dddfdaa6c7d8ca4865f08b5322943beda38688cc791f3ab7","0-d958a46e0ba598e1dfd028158ae134abd0d1f021babe2f1fc4d9a01e836e462b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","2.4","4","2.4","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","89d1f18b04cd78b03e8aeefd7f8a7407aeedb0ad5809a79c101f2611568c68f0","0-9eff00c643acf31e984ba879b939aef01a9f1cc747c8dff75d69764c3f6d8f2e","0-8fc64f58ad9f51e0cda6be2a6993754ae260be571cd3ad52c4f8068d78755059","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","2","1.2","1","0.6","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","89d1f18b04cd78b03e8aeefd7f8a7407aeedb0ad5809a79c101f2611568c68f0","1-f4d2e5add2f5a89edf6555d2a400737fb64da94c4ce525fbb571aaca74660f97","0-8fc64f58ad9f51e0cda6be2a6993754ae260be571cd3ad52c4f8068d78755059","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","1","0.6","2","1.2","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","89d1f18b04cd78b03e8aeefd7f8a7407aeedb0ad5809a79c101f2611568c68f0","2-d4a59137cdfec851d07e17f075e2cc4745e12ffe73e2c460ed7130872315cc22","0-8fc64f58ad9f51e0cda6be2a6993754ae260be571cd3ad52c4f8068d78755059","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","9.697","4","9.697","4","9.644","2","5.113","8","18.648","","","","","2","4.989","76","176.883","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","0-93b179f6a6652fbef433d1052a556a2958cb183f5b5b5d1455d16a40155858f2","0-f5136a5e3fcd6cc84113ef36cd9e6d6dfe5c282bc598b4d4c9ce024cd6cd2109","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","","","3","7.717","","","","","1","2.207","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","1-40e435c867df41a658c76553d215c0765ff6b42d0895a052b49f181ae107c720","0-f5136a5e3fcd6cc84113ef36cd9e6d6dfe5c282bc598b4d4c9ce024cd6cd2109","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","67","1.04","67","1.04","64","0.308","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","0-97575d21fd2e4d8876144eebfcb9e00bdd0d6bec026b67dbda3fc63bbfe8a8c3","0-469c58d12175e5c4ef9e9fe20ff73c00e42d22381d8934dd6abe44c8fda91b1e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
